market_regime,direction,amount_tag,flow_category,dart_tag,window_category,event_count,usable_event_count,company_count,dominant_followup,dominant_count,dominant_rate,external_review_count,leading_signal_count,hypothesis_pass,leading_share
변동성 장세,up,거래대금급증,외국인기관동반매수,주변공시부재,직접반응,16,15,9,상승실패,5,0.3333333333333333,0,16,False,1.0
AI/전력기기 테마장,up,거래대금평균상회,수급엇갈림,주변공시부재,누적배경,12,12,9,단기되돌림,4,0.3333333333333333,4,12,False,1.0
반도체 반등장,up,거래대금평균상회,외국인기관동반매수,주변공시부재,직접반응,16,12,8,상승지속,4,0.3333333333333333,0,16,False,1.0
AI/전력기기 테마장,down,거래대금평균상회,수급엇갈림,주변공시부재,선반영,13,12,7,하락후반등,4,0.3333333333333333,4,13,False,1.0
유동성/저금리 후반장,up,거래대금약함,외국인기관동반매수,주변공시부재,직접반응,10,9,7,상승유지,3,0.3333333333333333,0,10,False,1.0
유동성/저금리 후반장,up,거래대금약함,외국인기관동반매도,주변공시부재,누적배경,4,3,4,단기되돌림,1,0.3333333333333333,4,4,False,1.0
AI/전력기기 테마장,up,거래대금약함,수급엇갈림,주변공시부재,선반영,3,3,3,상승지속,1,0.3333333333333333,3,3,False,1.0
금리 인상/긴축장,up,거래대금약함,수급엇갈림,주변공시부재,선반영,3,3,3,상승유지,1,0.3333333333333333,3,3,False,1.0
반도체 반등장,up,거래대금약함,외국인기관동반매수,주변공시부재,직접반응,3,3,3,단기되돌림,1,0.3333333333333333,0,2,False,0.6666666666666666
AI/전력기기 테마장,up,거래대금평균상회,수급엇갈림,DART공시동반,직접반응,198,191,26,상승지속,63,0.3298429319371728,74,198,False,1.0
유동성/저금리 후반장,up,거래대금약함,수급엇갈림,DART공시동반,직접반응,54,49,22,상승지속,16,0.32653061224489793,18,54,False,1.0
AI/전력기기 테마장,up,거래대금약함,외국인기관동반매도,DART공시동반,직접반응,38,38,16,상승실패,12,0.3157894736842105,30,37,False,0.9736842105263158
유동성/저금리 후반장,up,거래대금급증,수급엇갈림,주변공시부재,직접반응,16,16,10,상승실패,5,0.3125,4,16,False,1.0
반도체 반등장,down,거래대금약함,수급엇갈림,주변공시부재,선반영,13,13,7,단기반등,4,0.3076923076923077,13,13,False,1.0
AI/전력기기 테마장,up,거래대금급증,외국인기관동반매수,DART공시동반,직접반응,103,101,25,상승지속,31,0.3069306930693069,0,103,False,1.0
유동성/저금리 후반장,up,거래대금평균상회,수급엇갈림,DART공시동반,직접반응,74,72,23,단기되돌림,22,0.3055555555555556,19,74,False,1.0
금리 인상/긴축장,down,거래대금평균상회,수급엇갈림,DART공시동반,직접반응,171,155,26,하락후반등,47,0.3032258064516129,62,170,False,0.9941520467836257
AI/전력기기 테마장,down,거래대금평균상회,외국인기관동반매도,DART공시동반,직접반응,117,110,25,하락유지,33,0.3,0,116,False,0.9914529914529915
반도체 반등장,down,거래대금약함,수급엇갈림,DART공시동반,직접반응,74,70,24,단기반등,21,0.3,35,74,False,1.0
유동성/저금리 후반장,down,거래대금평균상회,수급엇갈림,DART공시동반,직접반응,99,98,23,하락후반등,29,0.29591836734693877,34,99,False,1.0
변동성 장세,up,거래대금평균상회,수급엇갈림,DART공시동반,직접반응,85,85,22,상승실패,25,0.29411764705882354,37,85,False,1.0
금리 인상/긴축장,up,거래대금급증,외국인기관동반매수,주변공시부재,직접반응,18,17,10,상승지속,5,0.29411764705882354,0,18,False,1.0
금리 인상/긴축장,up,거래대금약함,수급엇갈림,DART공시동반,직접반응,103,103,26,상승지속,30,0.2912621359223301,34,103,False,1.0
AI/전력기기 테마장,down,거래대금약함,외국인기관동반매도,DART공시동반,직접반응,87,79,24,하락유지,23,0.2911392405063291,0,87,False,1.0
반도체 반등장,down,거래대금평균상회,수급엇갈림,DART공시동반,직접반응,80,80,25,하락후반등,23,0.2875,20,80,False,1.0
유동성/저금리 후반장,down,거래대금약함,외국인기관동반매도,주변공시부재,직접반응,14,14,11,하락유지,4,0.2857142857142857,0,14,False,1.0
반도체 반등장,down,거래대금평균상회,수급엇갈림,주변공시부재,누적배경,8,7,8,단기반등,2,0.2857142857142857,4,8,False,1.0
변동성 장세,down,거래대금약함,수급엇갈림,주변공시부재,누적배경,9,7,6,하락유지,2,0.2857142857142857,9,9,False,1.0
금리 인상/긴축장,up,거래대금평균상회,외국인기관동반매수,DART공시동반,직접반응,92,89,23,단기되돌림,25,0.2808988764044944,0,92,False,1.0
금리 인상/긴축장,up,거래대금평균상회,수급엇갈림,DART공시동반,직접반응,148,145,26,상승실패,39,0.2689655172413793,56,148,False,1.0
반도체 반등장,down,거래대금급증,외국인기관동반매수,주변공시부재,직접반응,1,0,1,,0,0.0,1,1,False,1.0
